file	date	reporter	scope	title	symptom_key	still_reproducible	evidence	duplicate_of
20260806T074825.847165Z-f705f1b9a2e64495acb41bb1eeb19a03.md	2026-08-06T07:48:25.847165Z	direct-research	/home/kesha/projects/seedon	Потеря точности числовых аргументов tool-вызова: ID > 2^53 округляется, ошибка в	numeric_precision	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260808T081257.269519Z-d98cce3f38f0467b9dcb93c35fc64635.md	2026-08-08T08:12:57.269519Z	Orchestra-orchestrator	/home/kesha/orchestra	merge_worker silently squashes upstream commits when local target is behind orig	merge_upstream_history	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260809T073155.217450Z-0ec4a0f1d32e4a2b9daec8830575ccd8.md	2026-08-09T07:31:55.217450Z	seedon-orchestrator	/home/kesha/projects/seedon	Task tracker допускает проекты, различающиеся только регистром, и возвращает нео	task_case_duplicate	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260809T073626.497895Z-616bac64226c45c9a40b2534e9290246.md	2026-08-09T07:36:26.497895Z	Orchestra-orchestrator	/home/kesha/orchestra	task_update can silently mutate wrong project for case-variant duplicate task re	task_wrong_project	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260809T143540.754497Z-f72e01af49e84860a8854091e8328f8b.md	2026-08-09T14:35:40.754497Z	perf-codex-seedon	/home/kesha/orchestra	codex_review fail-closed после hot-update из-за legacy readiness route	codex_review_readiness	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260809T143605.598003Z-fe007ac907c14647b7c8dd2891398d99.md	2026-08-09T14:36:05.598003Z	perf-codex-seedon	/home/kesha/orchestra	Codex turn-end logs показывают Anthropic 5h/7d quota	quota_gate	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260809T162658.759313Z-cae1f68ff213494cbc618a5f8ba47dc1.md	2026-08-09T16:26:58.759313Z	seedon-orchestrator	/home/kesha/projects/seedon	codex_review блокируется при открытой квоте из-за legacy readiness schema	codex_review_readiness	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260809T143540.754497Z-f72e01af49e84860a8854091e8328f8b.md
20260810T073945.236488Z-3e0dd14378e24f919fdc13eb5fe5fa71.md	2026-08-10T07:39:45.236488Z	Orchestra-orchestrator	/home/kesha/orchestra	merge_worker трактует GPT-5.6 как task ref #5 и привязывает коммит к чужой задач	merge_worker_other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T094255.624000Z-fd25760c67df4f1a9987191a91e2115d.md
20260811T081527.552176Z-3c64bc22515841a7af7659b0067f05c7.md	2026-08-11T08:15:27.552176Z	audit-codex-era	/home/kesha/orchestra	codex_review: sandbox fails to start, every local command dies with bwrap loopba	codex_review_sandbox	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260811T085416.604444Z-71b1520863074af982c386a4661d05a0.md	2026-08-11T08:54:16.604444Z	feat-runtime-switch	/home/kesha/orchestra	codex_review остаётся слепым в long-lived worker после merge #179	codex_review_stale_session	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260811T085717.208121Z-9dd413f3d03246bc9edc3d7acdcd212b.md	2026-08-11T08:57:17.208121Z	audit-phase-overhead	/home/kesha/orchestra	codex_review: гард #179 матчит СОДЕРЖИМОЕ ревьюируемого файла и убивает состоявш	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260811T091504.904775Z-0bb46f6557014a7d9de9f98501f18116.md	2026-08-11T09:15:04.904775Z	fix-review-guard	/home/kesha/orchestra	codex_review(mode=review) всегда падает: Codex запрещает --uncommitted вместе с 	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260811T102223.634947Z-d845f830ed6e42ec9fced7a41c3330db.md	2026-08-11T10:22:23.634947Z	seedon-orchestrator	/home/kesha/projects/seedon	"change_worker_model отказывает с ""session not loaded"" на idle-воркерах с выгруже"	change_model_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260812T062305.714238Z-0a7b63c552e2467aa08e32678d8c01ab.md	2026-08-12T06:23:05.714238Z	fix-grep-guard	/home/kesha/orchestra	codex_review завершает содержательное ревью exit 2: stale MCP не передаёт usage 	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260812T062513.550794Z-97e8b3538f91480dbeea9244a3ebdb62.md	2026-08-12T06:25:13.550794Z	quota-routing	/home/kesha/orchestra	codex_review теряет артефакт после merge #215: старый MCP-процесс зовёт новый co	codex_review_artifact	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260812T063247.096481Z-66c8799229414c75bdde2f44b1450368.md	2026-08-12T06:32:47.096481Z	impl-effort-model	/home/kesha/orchestra	codex_review: обёртка codex_review_artifact.py падает с exit 2 (нет обязательных	codex_review_artifact	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260812T062513.550794Z-97e8b3538f91480dbeea9244a3ebdb62.md
20260812T064302.135583Z-3ccde7faf9d74371be3b1223e01cbb6e.md	2026-08-12T06:43:02.135583Z	impl-effort-model	/home/kesha/orchestra	УТОЧНЕНИЕ причины к моему прошлому репорту: codex_review_artifact.py падал НЕ на	codex_review_artifact	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260812T062513.550794Z-97e8b3538f91480dbeea9244a3ebdb62.md
20260812T100523.095854Z-6a8bf7ec748b42dd91363451015c3b5e.md	2026-08-12T10:05:23.095854Z	seedon-orchestrator	/home/kesha/projects/seedon	MCP env сериализуется в argv процессов Claude/Codex — секреты всех проектов чита	other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260812T104512.945820Z-752ed9a80f5747bdad657fdf980ed712.md	2026-08-12T10:45:12.945820Z	bench223r2-delegated	/home/kesha/orchestra	merge_worker duplicates an existing task reference in squash subject	merge_worker_other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T094255.624000Z-fd25760c67df4f1a9987191a91e2115d.md
20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md	2026-08-12T11:05:49.748265Z	feat-delegate-tickets	/home/kesha/orchestra	spawn_worker admits model explicitly forbidden by active model-routing policy	spawn_model_alias	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260812T112832.017112Z-70992c497bbe485ea0ad73b6997fa61a.md	2026-08-12T11:28:32.017112Z	audit-enforcement	/home/kesha/orchestra	can_use_tool не принуждает запрет run_in_background для Bash	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260813T043411.950540Z-8162619b5c88448da783912d2652e685.md	2026-08-13T04:34:11.950540Z	feat-delegate-tickets	/home/kesha/orchestra	codex_review usage write fails before restart: live turn_usage lacks cost_unacco	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260813T043637.723669Z-219715ef97a14b2ca409e7578c9c5cd3.md	2026-08-13T04:36:37.723669Z	feat-fan-research	/home/kesha/orchestra	Свежий мерж #226 (783e7c30) разошёлся со схемой ЖИВОЙ БД: учёт расхода codex_rev	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260813T064009.191937Z-1e0d273e0fe442dcbfcb4783afc251ae.md	2026-08-13T06:40:09.191937Z	research-taskmanager	/home/kesha/orchestra	spawn_worker returns transport_timeout after worker is already running	spawn_initial_delivery_timeout	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260813T071409.603338Z-30e6c62889634c9484ca9633a3fdecda.md	2026-08-13T07:14:09.603338Z	research-taskmanager	/home/kesha/orchestra	merge_worker squashed unrelated #227 commits after worker_wip showed one empty #	merge_wrong_commit	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260813T082721.888516Z-2c1b89aa049145b9aed1be4595b34be0.md	2026-08-13T08:27:21.888516Z	bench-grok	/home/kesha/orchestra	spawn_worker reports delivery timeout although both workers started and received	spawn_initial_delivery_timeout	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260813T093618.167083Z-1174641d86934410bbbb1904d1ac1a10.md	2026-08-13T09:36:18.167083Z	review-261-opus	/home/kesha/orchestra	Weekly quota gate blocks worker DONE delivery to an idle Codex orchestrator — co	quota_gate	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260809T143605.598003Z-fe007ac907c14647b7c8dd2891398d99.md
20260814T100049.381440Z-ea43827c192b4d8bb6f75b00762d15aa.md	2026-08-14T10:00:49.381440Z	Orchestra-orchestrator	/home/kesha/orchestra	Веер (open_fan) теряет ТЕКСТ отчётов детей: report_path не пишет ни один call si	fan_report_path	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260816T084523.165746Z-6e4f8849848c41dd9a15a32c5bb0e48e.md	2026-08-16T08:45:23.165746Z	research-limit-truth	/home/kesha/orchestra	spawn_worker rejects mandated short model alias 'sol'	spawn_model_alias	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260816T084716.946020Z-22935d8351114e70a6eb5bccc684acb7.md	2026-08-16T08:47:16.946020Z	Orchestra-orchestrator	/home/kesha/orchestra	Cross-runtime raw history import can overflow Codex context before first turn	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260816T084821.518195Z-7f81929d710b46c59ed8b461ecd3203c.md	2026-08-16T08:48:21.518195Z	research-limit-truth	/home/kesha/orchestra	spawn_worker initial task delivery timed out for three workers	spawn_initial_delivery_timeout	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260816T085031.126229Z-82f0d21ef3dc4bc88329c61013468cd2.md	2026-08-16T08:50:31.126229Z	Orchestra-orchestrator	/home/kesha/orchestra	spawn_worker loses initial delivery acknowledgement; Codex worker starts with ca	spawn_initial_delivery_timeout	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260816T090547.708704Z-1af71fae7df546a4a5b3b73e0d57b3f3.md	2026-08-16T09:05:47.708704Z	research-limit-truth	/home/kesha/orchestra	Live Codex app-server argv still exposes MCP credentials after secrets-to-file f	secrets_argv_mask	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260816T090913.312168Z-aced25f982ed457abce4815af0e6cc5f.md	2026-08-16T09:09:13.312168Z	Claude-Code-Game-Master-orchestrator	/home/kesha/projects/dnd-game-master	spawn_worker rejects required short model alias 'sol' although gpt-5.6-sol is re	spawn_model_alias	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260816T091621.372806Z-a86906d64249427b806fdd3d5f204f14.md	2026-08-16T09:16:21.372806Z	Orchestra-orchestrator	/home/kesha/orchestra	spawn_worker initial delivery timeout recurred for research-openspec	spawn_initial_delivery_timeout	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260816T092037.705786Z-9c2914c525644fba87d48c2d208ec7d4.md	2026-08-16T09:20:37.705786Z	Orchestra-orchestrator	/home/kesha/orchestra	Secret masker leaves credentials embedded in proxy URLs visible in tool stderr	secrets_argv_mask	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260816T090547.708704Z-1af71fae7df546a4a5b3b73e0d57b3f3.md
20260816T100414.373047Z-43ab0a14c4244396bc27897325b54d06.md	2026-08-16T10:04:14.373047Z	Orchestra-orchestrator	/home/kesha/orchestra	Codex UI leaves MCP servers marked cancelled after subsequent successful initial	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260816T100556.655433Z-be29004c881644e985a644d494584665.md	2026-08-16T10:05:56.655433Z	Orchestra-orchestrator	/home/kesha/orchestra	spawn_worker initial delivery timeout recurred for research-review-roi	spawn_initial_delivery_timeout	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260816T103822.192581Z-3aaf4ff2eecd4f42b6130f418f4ed1c8.md	2026-08-16T10:38:22.192581Z	VPN-orchestrator	/home/kesha/projects/VPN-Service	VPN-Service VPS session scope is absent from task tracker project registry	task_case_duplicate	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260809T073155.217450Z-0ec4a0f1d32e4a2b9daec8830575ccd8.md
20260816T103940.027714Z-a80286e3017e4f328ead711ac03f05d1.md	2026-08-16T10:39:40.027714Z	VPN-orchestrator	/home/kesha/projects/VPN-Service	spawn_worker prompt requires short model alias `sol`, but registry rejects it	spawn_model_alias	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260816T104030.659817Z-aac93fbfad7d4f7fb8d9fd3b6d295b85.md	2026-08-16T10:40:30.659817Z	Orchestra-orchestrator	/home/kesha/orchestra	Shared HTML artifact raw URL returns 401 outside authenticated dashboard	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260816T104107.986295Z-3649819b41914c798291c6aab60a5960.md	2026-08-16T10:41:07.986295Z	VPN-orchestrator	/home/kesha/projects/VPN-Service	spawn_worker creates worker but times out delivering initial task	other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260816T104847.268732Z-560f76ef5323463da8f9baf14d8b9820.md	2026-08-16T10:48:47.268732Z	feat-review-council	/home/kesha/orchestra	spawn_worker rejects model aliases required by injected model-routing	spawn_model_alias	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260816T105910.144097Z-b4057b7f63624fe6a9feef5285adb8c9.md	2026-08-16T10:59:10.144097Z	Orchestra-orchestrator	/home/kesha/orchestra	Exact SILENT_TURN marker still triggers worker auto-report and parent wake	silent_turn_autoreport	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260816T110955.794893Z-a23ab9c06a7446159d0e016adedfd22b.md	2026-08-16T11:09:55.794893Z	plan-quota-controller	/home/kesha/orchestra	spawn_worker rejects documented `luna` routing alias	spawn_model_alias	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260816T111725.516165Z-5bd911baaa884653a845af818df452d2.md	2026-08-16T11:17:25.516165Z	Orchestra-orchestrator	/home/kesha/orchestra	FastAPI OpenAPI, Swagger UI, and ReDoc are anonymously exposed on public domain	openapi_exposure	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260816T120059.165114Z-bff0d3b9ff6c4bd1ac672d772f0a1a31.md	2026-08-16T12:00:59.165114Z	Orchestra-orchestrator	/home/kesha/orchestra	merge_worker cannot merge immutable RED oracle commits into a parent feature bra	merge_red_oracle	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260816T121648.380493Z-d5d439c24da34984bd32c7b7bdffa693.md	2026-08-16T12:16:48.380493Z	seedon-orchestrator	/home/kesha/projects/seedon	spawn_worker создал воркера, но вернул transport_timeout с неизвестной доставкой	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260816T123112.034578Z-d33ba1b0b04545f2811da72b6523e173.md	2026-08-16T12:31:12.034578Z	Claude-Code-Game-Master-orchestrator	/home/kesha/projects/dnd-game-master	spawn_worker rejects documented short model alias `sol` before worker creation	spawn_model_alias	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260816T123317.549956Z-86470a1121f4420d9a5d7ecfdca0c6b4.md	2026-08-16T12:33:17.549956Z	Claude-Code-Game-Master-orchestrator	/home/kesha/projects/dnd-game-master	spawn_worker initial task delivery times out after worker creation even though t	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260816T141039.069870Z-a6b2c50eb0894b22a65ce1e5f934f48e.md	2026-08-16T14:10:39.069870Z	kesha-tg-bot-orchestrator	/home/kesha/projects/kesha-tg-bot	MCP tools fail: missing httpcore	missing_httpcore	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260816T141039.116499Z-e838efd1154040249ba696d604f2b5ab.md	2026-08-16T14:10:39.116499Z	kesha-tg-bot-orchestrator	/home/kesha/projects/kesha-tg-bot	TG voice fails after successful local copy; log exposes bot token path	voice_delivery	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	
20260816T143240.410654Z-dbbe2f2df15249bba9b45ef905a2d0a3.md	2026-08-16T14:32:40.410654Z	Orchestra-orchestrator	/home/kesha/orchestra	Missing inbound voice path poisons all Orchestra MCP tool calls	voice_delivery	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260816T141039.116499Z-e838efd1154040249ba696d604f2b5ab.md
20260816T174319.665525Z-a324658130fa4052bd54b96e2eba8a6d.md	2026-08-16T17:43:19.665525Z	seedon-orchestrator	/home/kesha/projects/seedon	Все Orchestra MCP tools падают FileNotFoundError, raw API работает	other	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260816T181801.866607Z-a92d099a749549e2b5029e2e4fefbe6e.md	2026-08-16T18:18:01.866607Z	Claude-Code-Game-Master-orchestrator	/home/kesha/projects/dnd-game-master	"spawn_worker rejects documented Sol alias model=""sol"""	spawn_model_alias	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260816T210218.268487Z-467e4b3687e04c41920c84c7bc9f4f89.md	2026-08-16T21:02:18.268487Z	Orchestra-orchestrator	/home/kesha/orchestra	Task acceptance_command is immutable after creation and can permanently block me	acceptance_command_contract	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	
20260817T063655.656121Z-c17a30bb9b6f4ff0b42bae4d188f8983.md	2026-08-17T06:36:55.656121Z	Orchestra-orchestrator	/home/kesha/orchestra	Fresh per-session CODEX_HOME can be permanently wedged by concurrent state backf	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260817T064258.829275Z-9ffc0d3498a04431bc18b396a3cc78da.md	2026-08-17T06:42:58.829275Z	katya-work-orchestrator	/home/kesha/katya-work	spawn_worker rejects documented short alias 'sol'	spawn_model_alias	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260817T064616.159895Z-adc51ecbbdd44b589d41f11a2972adc3.md	2026-08-17T06:46:16.159895Z	katya-work-orchestrator	/home/kesha/katya-work	spawn_worker initial task delivery times out despite successful delivery	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260817T073215.472027Z-1bc10e5d8dc34009b048714412e543d6.md	2026-08-17T07:32:15.472027Z	ai-table-lead	/home/kesha/projects/dnd-game-master	spawn_worker rejects documented short model alias `luna`	spawn_model_alias	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260812T110549.748265Z-f996128804884312bec97e724a7d75f7.md
20260817T073256.280933Z-1a797b8572c04acead5a67e05f72c64d.md	2026-08-17T07:32:56.280933Z	Orchestra-orchestrator	/home/kesha/orchestra	change_worker_model crashes when Codex process exits during disconnect timeout	change_model_timeout	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260811T102223.634947Z-d845f830ed6e42ec9fced7a41c3330db.md
20260817T073341.706960Z-faa9bbac99e84efc87542facaafb1056.md	2026-08-17T07:33:41.706960Z	ai-table-lead	/home/kesha/projects/dnd-game-master	spawn_worker times out after worker creation, leaving task-delivery outcome unkn	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260817T073723.136503Z-cd16aa3debb847c89e0e77ef317c60e3.md	2026-08-17T07:37:23.136503Z	Orchestra-orchestrator	/home/kesha/orchestra	merge gate has no path for valid changes mapping to more than 12 test files	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260817T073920.208342Z-141b544c2429461497712d163932fcc5.md	2026-08-17T07:39:20.208342Z	Orchestra-orchestrator	/home/kesha/orchestra	Codex reconnect after model-change race reattaches an existing uvloop pipe	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260817T075427.171273Z-087c7cc0237c4f8a98f789fca9940ada.md	2026-08-17T07:54:27.171273Z	ai-table-lead	/home/kesha/projects/dnd-game-master	Recurrence: spawn_worker initial task delivery times out after worker creation	spawn_initial_delivery_timeout	unknown	scope is outside current /home/kesha/orchestra; no current-main check performed	20260803T085633.447435Z-0795d5e55c3744e487a71663661d1cee.md
20260817T075454.825046Z-77c5c40ee4544f7b845030fca58ce01b.md	2026-08-17T07:54:54.825046Z	Orchestra-orchestrator	/home/kesha/orchestra	merge test timeout handler crashes by concatenating bytes with str	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
20260817T081322.093440Z-0d33cdd23d9f4afca10f0e53f1414c74.md	2026-08-17T08:13:22.093440Z	feat-review-council	/home/kesha/orchestra	merge test gate crashes on TimeoutExpired bytes/str concatenation	other	unknown	evidence/current-main-checks.txt: no cheap current-main predicate for this historical/runtime symptom	20260804T055542.046600Z-40c80d20e1ac4ca2a4b56fffe4922d21.md
